exp,ref,data.collection.year,site,growing.seasons,plant.year,rep.5,rep.10,n.s,water,treatment,Brca,Elgl,Hobr,Napu,Avsp,Brho,Homu,Vusp,total.n,total.i,total.seeded,bare,unseeded forbs,unseeded grasses,Total (data check),problem row,Comments
STG,856,2014,McLaughlin,1,2013,1,5,S,No,N,3,0,0,0,0,0,0,0,3,0,3,,,,,,
STG,857,2014,McLaughlin,1,2013,1,5,S,No,NE,1,0,0,0,8,10,15,10,1,43,44,,,,,,
STG,858,2014,McLaughlin,1,2013,1,5,S,No,NtE,3,0,0,1,0,10,0,3,4,13,17,,,,,,
STG,859,2014,McLaughlin,1,2013,1,5,S,No,tE,0,0,0,0,0,5,0,5,0,10,10,,,,,,
STG,860,2014,McLaughlin,1,2013,1,5,S,No,NttE,6,0,0,0,0,0,0,0,6,0,6,,,,,,
STG,861,2014,McLaughlin,1,2013,2,2,N,Winter 2014 1.27cm?,N,6,0,0,1,0,0,0,0,7,0,7,,,,,,
STG,862,2014,McLaughlin,1,2013,2,2,N,Winter 2014 1.27cm?,NE,1,0,0,0,5,12,8,10,1,35,36,,,,,,
STG,863,2014,McLaughlin,1,2013,2,2,N,Winter 2014 1.27cm?,NtE,2,0,0,0,0,10,3,5,2,18,20,,,,,,
STG,864,2014,McLaughlin,1,2013,2,2,N,Winter 2014 1.27cm?,tE,0,0,0,0,6,6,0,3,0,15,15,,,,,,
STG,865,2014,McLaughlin,1,2013,2,2,N,Winter 2014 1.27cm?,NttE,10,1,0,0,0,0,0,0,11,0,11,,,,,,
STG,866,2014,McLaughlin,1,2013,2,7,S,No,N,3,0,0,1,0,0,0,0,4,0,4,,,,,,
STG,867,2014,McLaughlin,1,2013,2,7,S,No,NE,1,0,0,0,5,8,8,10,1,31,32,,,,,,
STG,868,2014,McLaughlin,1,2013,2,7,S,No,NtE,2,0,0,2,0,5,8,5,4,18,22,,,,,,
STG,869,2014,McLaughlin,1,2013,2,7,S,No,tE,0,0,0,0,5,8,3,2,0,18,18,,,,,,
STG,870,2014,McLaughlin,1,2013,2,7,S,No,NttE,5,0,0,0,3,0,0,0,5,3,8,,,,,,
STG,871,2014,McLaughlin,1,2013,3,3,N,Winter 2014 1.27cm?,N,0,0,0,0,0,0,0,0,0,0,0,,,,,,
STG,872,2014,McLaughlin,1,2013,3,3,N,Winter 2014 1.27cm?,NE,0,0,0,0,10,3,2,3,0,18,18,,,,,,
STG,873,2014,McLaughlin,1,2013,3,3,N,Winter 2014 1.27cm?,NtE,1,0,0,0,5,7,3,3,1,18,19,,,,,,
STG,874,2014,McLaughlin,1,2013,3,3,N,Winter 2014 1.27cm?,tE,0,0,0,0,1,3,0,3,0,7,7,,,,,,
STG,875,2014,McLaughlin,1,2013,3,3,N,Winter 2014 1.27cm?,NttE,1,0,0,0,0,2,0,0,1,2,3,,,,,,
STG,876,2014,McLaughlin,1,2013,3,8,S,No,N,1,0,0,1,0,0,0,0,2,0,2,,,,,,
STG,877,2014,McLaughlin,1,2013,3,8,S,No,NE,1,0,0,0,10,6,8,5,1,29,30,,,,,,
STG,878,2014,McLaughlin,1,2013,3,8,S,No,NtE,2,0,0,0,0,2,2,2,2,6,8,,,,,,
STG,879,2014,McLaughlin,1,2013,3,8,S,No,tE,0,0,0,0,5,10,5,3,0,23,23,,,,,,
STG,880,2014,McLaughlin,1,2013,3,8,S,No,NttE,10,0,0,0,4,2,0,0,10,6,16,,,,,,
STG,881,2014,McLaughlin,1,2013,4,4,N,Winter 2014 1.27cm?,N,3,0,0,0,0,0,0,0,3,0,3,,,,,,
STG,882,2014,McLaughlin,1,2013,4,4,N,Winter 2014 1.27cm?,NE,1,0,0,0,6,5,10,15,1,36,37,,,,,,
STG,883,2014,McLaughlin,1,2013,4,4,N,Winter 2014 1.27cm?,NtE,3,0,0,0,8,5,0,1,3,14,17,,,,,,
STG,884,2014,McLaughlin,1,2013,4,4,N,Winter 2014 1.27cm?,tE,0,0,0,0,2,3,4,2,0,11,11,,,,,,
STG,885,2014,McLaughlin,1,2013,4,4,N,Winter 2014 1.27cm?,NttE,3,0,0,1,2,1,1,0,4,4,8,,,,,,
STG,886,2014,McLaughlin,1,2013,4,9,S,No,N,4,0,0,2,0,1,0,0,6,1,7,,,,,,
STG,887,2014,McLaughlin,1,2013,4,9,S,No,NE,1,0,0,0,12,15,5,15,1,47,48,,,,,,
STG,888,2014,McLaughlin,1,2013,4,9,S,No,NtE,1,0,0,1,5,8,0,5,2,18,20,,,,,,
STG,889,2014,McLaughlin,1,2013,4,9,S,No,tE,0,0,0,0,0,10,0,10,0,20,20,,,,,,
STG,890,2014,McLaughlin,1,2013,4,9,S,No,NttE,5,0,0,0,1,0,0,0,5,1,6,,,,,,
STG,891,2014,McLaughlin,1,2013,5,5,N,Winter 2014 1.27cm?,N,3,0,0,0,0,0,0,0,3,0,3,,,,,,
STG,892,2014,McLaughlin,1,2013,5,5,N,Winter 2014 1.27cm?,NE,0,0,0,0,0,0,0,0,0,0,0,,,,,,
STG,893,2014,McLaughlin,1,2013,5,5,N,Winter 2014 1.27cm?,NtE,5,0,0,0,0,2,0,10,5,12,17,,,,,,
STG,894,2014,McLaughlin,1,2013,5,5,N,Winter 2014 1.27cm?,tE,0,0,0,0,0,2,0,0,0,2,2,,,,,,
STG,895,2014,McLaughlin,1,2013,5,5,N,Winter 2014 1.27cm?,NttE,4,0,0,1,0,2,0,0,5,2,7,,,,,,
STG,896,2014,McLaughlin,1,2013,5,10,S,No,N,0,0,0,0,0,0,0,0,0,0,0,,,,,,
STG,897,2014,McLaughlin,1,2013,5,10,S,No,NE,0,0,0,0,10,10,1,20,0,41,41,,,,,,
STG,898,2014,McLaughlin,1,2013,5,10,S,No,NtE,10,0,1,0,0,0,5,3,11,8,19,,,,,,
STG,899,2014,McLaughlin,1,2013,5,10,S,No,tE,0,0,0,0,3,12,5,8,0,28,28,,,,,,
STG,900,2014,McLaughlin,1,2013,5,10,S,No,NttE,5,0,0,0,0,0,0,0,5,0,5,,,,,,
STG,901,2015,Davis,4,2011,1,?,N,Fall 2011 1.25cm,N,4,8,0,0,80,0,0,0,12,80,92,,,,,,
STG,902,2015,Davis,4,2011,1,?,N,Fall 2011 1.25cm,NE,0,6,0,0,94,0,0,0,6,94,100,,,,,,
STG,903,2015,Davis,4,2011,1,?,N,Fall 2011 1.25cm,NtE,15,30,0,3,52,0,0,0,48,52,100,,,,,,
STG,904,2015,Davis,4,2011,1,?,N,Fall 2011 1.25cm,tE,0,0,0,0,100,0,0,0,0,100,100,,,,,,
STG,905,2015,Davis,4,2011,1,?,N,Fall 2011 1.25cm,NttE,0,10,0,2,78,0,0,0,12,78,90,,,,,,
STG,906,2015,Davis,4,2011,1,?,S,No,N,4,20,0,12,64,0,0,0,36,64,100,,,,,,
STG,907,2015,Davis,4,2011,1,?,S,No,NE,8,0,0,0,40,0,15,0,8,55,63,,,,,,
STG,908,2015,Davis,4,2011,1,?,S,No,NtE,0,8,0,0,90,0,0,0,8,90,98,,,,,,
STG,909,2015,Davis,4,2011,1,?,S,No,tE,0,0,0,0,80,0,0,0,0,80,80,,,,,,
STG,910,2015,Davis,4,2011,1,?,S,No,NttE,2,18,0,0,80,0,0,0,20,80,100,,,,,,
STG,911,2015,Davis,4,2011,2,?,N,Fall 2011 1.25cm,N,5,20,0,0,75,0,0,0,25,75,100,,,,,,
STG,912,2015,Davis,4,2011,2,?,N,Fall 2011 1.25cm,NE,2,25,0,0,48,0,0,0,27,48,75,,,,,,
STG,913,2015,Davis,4,2011,2,?,N,Fall 2011 1.25cm,NtE,18,18,0,5,58,0,1,0,41,59,100,,,,,,
STG,914,2015,Davis,4,2011,2,?,N,Fall 2011 1.25cm,tE,0,0,0,0,87,0,1,0,0,88,88,,,,,,
STG,915,2015,Davis,4,2011,2,?,N,Fall 2011 1.25cm,NttE,15,15,0,6,60,2,0,0,36,62,98,,,,,,
STG,916,2015,Davis,4,2011,2,?,S,No,N,15,20,0,0,61,0,0,0,35,61,96,,,,,,
STG,917,2015,Davis,4,2011,2,?,S,No,NE,3,10,0,0,70,0,2,0,13,72,85,,,,,,
STG,918,2015,Davis,4,2011,2,?,S,No,NtE,15,60,0,0,25,0,0,0,75,25,100,,,,,,
STG,919,2015,Davis,4,2011,2,?,S,No,tE,0,0,0,0,83,0,5,0,0,88,88,,,,,,
STG,920,2015,Davis,4,2011,2,?,S,No,NttE,18,35,0,0,47,0,0,0,53,47,100,,,,,,
STG,921,2015,Davis,4,2011,3,?,N,Fall 2011 1.25cm,N,0,3,0,0,77,0,0,0,3,77,80,,,,,,
STG,922,2015,Davis,4,2011,3,?,N,Fall 2011 1.25cm,NE,0,1,0,0,77,0,10,0,1,87,88,,,,,,
STG,923,2015,Davis,4,2011,3,?,N,Fall 2011 1.25cm,NtE,0,15,0,0,83,0,1,0,15,84,99,,,,,,
STG,924,2015,Davis,4,2011,3,?,N,Fall 2011 1.25cm,tE,0,0,0,0,87,0,10,0,0,97,97,,,,,,
STG,925,2015,Davis,4,2011,3,?,N,Fall 2011 1.25cm,NttE,0,50,0,0,50,0,0,0,50,50,100,,,,,,
STG,926,2015,Davis,4,2011,3,?,S,No,N,1,5,0,5,77,1,1,0,11,79,90,,,,,,
STG,927,2015,Davis,4,2011,3,?,S,No,NE,0,0,0,0,94,0,5,0,0,99,99,,,,,,
STG,928,2015,Davis,4,2011,3,?,S,No,NtE,5,15,0,0,85,0,0,0,20,85,105,,,,,,
STG,929,2015,Davis,4,2011,3,?,S,No,tE,0,0,0,0,98,0,1,0,0,99,99,,,,,,
STG,930,2015,Davis,4,2011,3,?,S,No,NttE,2,5,0,3,83,0,0,0,10,83,93,,,,,,
STG,931,2015,Davis,4,2011,4,?,N,Fall 2011 1.25cm,N,5,25,0,10,50,0,2,0,40,52,92,,,,,,
STG,932,2015,Davis,4,2011,4,?,N,Fall 2011 1.25cm,NE,5,10,0,0,74,0,1,0,15,75,90,,,,,,
STG,933,2015,Davis,4,2011,4,?,N,Fall 2011 1.25cm,NtE,5,70,0,2,23,0,0,0,77,23,100,,,,,,
STG,934,2015,Davis,4,2011,4,?,N,Fall 2011 1.25cm,tE,0,1,0,0,96,0,2,0,1,98,99,,,,,,
STG,935,2015,Davis,4,2011,4,?,N,Fall 2011 1.25cm,NttE,5,28,0,10,52,0,2,0,43,54,97,,,,,,
STG,936,2015,Davis,4,2011,4,?,S,No,N,0,10,0,15,74,0,0,0,25,74,99,,,,,,
STG,937,2015,Davis,4,2011,4,?,S,No,NE,5,5,0,0,77,0,2,0,10,79,89,,,,,,
STG,938,2015,Davis,4,2011,4,?,S,No,NtE,6,10,0,4,79,0,1,0,20,80,100,,,,,,
STG,939,2015,Davis,4,2011,4,?,S,No,tE,0,0,0,0,94,0,2,0,0,96,96,,,,,,
STG,940,2015,Davis,4,2011,4,?,S,No,NttE,5,70,0,0,22,1,1,0,75,24,99,,,,,,
STG,941,2015,Davis,4,2011,5,?,N,Fall 2011 1.25cm,N,3,30,0,10,53,2,2,0,43,57,100,,,,,,
STG,942,2015,Davis,4,2011,5,?,N,Fall 2011 1.25cm,NE,0,15,0,2,70,0,3,0,17,73,90,,,,,,
STG,943,2015,Davis,4,2011,5,?,N,Fall 2011 1.25cm,NtE,1,20,0,12,62,4,1,0,33,67,100,,,,,,
STG,944,2015,Davis,4,2011,5,?,N,Fall 2011 1.25cm,tE,0,1,0,0,98,0,1,0,1,99,100,,,,,,
STG,945,2015,Davis,4,2011,5,?,N,Fall 2011 1.25cm,NttE,0,10,0,10,68,1,1,0,20,70,90,,,,,,
STG,946,2015,Davis,4,2011,5,?,S,No,N,10,20,0,12,58,0,0,0,42,58,100,,,,,,
STG,947,2015,Davis,4,2011,5,?,S,No,NE,0,0,0,0,83,0,5,0,0,88,88,,,,,,
STG,948,2015,Davis,4,2011,5,?,S,No,NtE,5,20,0,6,56,0,0,0,31,56,87,,,,,,
STG,949,2015,Davis,4,2011,5,?,S,No,tE,0,0,0,0,92,0,3,0,0,95,95,,,,,,
STG,950,2015,Davis,4,2011,5,?,S,No,NttE,3,15,0,15,65,0,1,0,33,66,99,,,,,,
STG,951,2015,Davis,3,2012,1,?,N,Winter 2013 1.45cm,N,0,4,0,3,80,0,1,0,7,81,88,,,,,,
STG,952,2015,Davis,3,2012,1,?,N,Winter 2013 1.45cm,NE,0,5,0,0,85,0,0,0,5,85,90,,,,,,
STG,953,2015,Davis,3,2012,1,?,N,Winter 2013 1.45cm,NtE,0,0,0,0,99,0,1,0,0,100,100,,,,,,
STG,954,2015,Davis,3,2012,1,?,N,Winter 2013 1.45cm,tE,0,0,0,0,95,1,3,0,0,99,99,,,,,,
STG,955,2015,Davis,3,2012,1,?,N,Winter 2013 1.45cm,NttE,2,10,0,5,83,0,0,0,17,83,100,,,,,,
STG,956,2015,Davis,3,2012,1,?,S,No,N,0,10,0,0,90,0,0,0,10,90,100,,,,,,
STG,957,2015,Davis,3,2012,1,?,S,No,NE,0,1,0,1,91,0,0,0,2,91,93,,,,,,
STG,958,2015,Davis,3,2012,1,?,S,No,NtE,0,3,0,2,89,0,3,0,5,92,97,,,,,,
STG,959,2015,Davis,3,2012,1,?,S,No,tE,0,0,0,0,97,0,1,0,0,98,98,,,,,,
STG,960,2015,Davis,3,2012,1,?,S,No,NttE,0,0,0,0,98,0,0,0,0,98,98,,,,,,
STG,961,2015,Davis,3,2012,2,?,N,Winter 2013 1.45cm,N,0,0,0,15,35,10,10,0,15,55,70,,,,,,
STG,962,2015,Davis,3,2012,2,?,N,Winter 2013 1.45cm,NE,0,0,0,2,72,0,10,0,2,82,84,,,,,,
STG,963,2015,Davis,3,2012,2,?,N,Winter 2013 1.45cm,NtE,0,0,0,5,25,10,35,0,5,70,75,,,,,,
STG,964,2015,Davis,3,2012,2,?,N,Winter 2013 1.45cm,tE,0,0,0,0,30,10,35,0,0,75,75,,,,,,
STG,965,2015,Davis,3,2012,2,?,N,Winter 2013 1.45cm,NttE,0,10,0,5,80,0,0,0,15,80,95,,,,,,
STG,966,2015,Davis,3,2012,2,?,S,No,N,0,12,0,10,36,20,20,0,22,76,98,,,,,,
STG,967,2015,Davis,3,2012,2,?,S,No,NE,0,10,0,5,55,0,10,0,15,65,80,,,,,,
STG,968,2015,Davis,3,2012,2,?,S,No,NtE,0,6,0,5,84,0,2,0,11,86,97,,,,,,
STG,969,2015,Davis,3,2012,2,?,S,No,tE,0,0,0,0,85,0,5,0,0,90,90,,,,,,
STG,970,2015,Davis,3,2012,2,?,S,No,NttE,0,5,0,5,81,0,4,0,10,85,95,,,,,,
STG,971,2015,Davis,3,2012,3,?,N,Winter 2013 1.45cm,N,0,3,0,5,62,0,10,0,8,72,80,,,,,,
STG,972,2015,Davis,3,2012,3,?,N,Winter 2013 1.45cm,NE,0,0,0,0,82,0,8,0,0,90,90,,,,,,
STG,973,2015,Davis,3,2012,3,?,N,Winter 2013 1.45cm,NtE,0,6,0,12,57,0,10,0,18,67,85,,,,,,
STG,974,2015,Davis,3,2012,3,?,N,Winter 2013 1.45cm,tE,0,0,0,0,77,0,8,0,0,85,85,,,,,,
STG,975,2015,Davis,3,2012,3,?,N,Winter 2013 1.45cm,NttE,0,2,0,8,40,0,15,0,10,55,65,,,,,,
STG,976,2015,Davis,3,2012,3,?,S,No,N,0,12,0,7,70,8,3,0,19,81,100,,,,,,
STG,977,2015,Davis,3,2012,3,?,S,No,NE,0,8,0,8,82,0,2,0,16,84,100,,,,,,
STG,978,2015,Davis,3,2012,3,?,S,No,NtE,0,3,0,10,66,0,6,0,13,72,85,,,,,,
STG,979,2015,Davis,3,2012,3,?,S,No,tE,0,0,0,0,72,2,10,0,0,84,84,,,,,,
STG,980,2015,Davis,3,2012,3,?,S,No,NttE,0,1,0,20,64,10,0,0,21,74,95,,,,,,
STG,981,2015,Davis,3,2012,4,?,N,Winter 2013 1.45cm,N,0,8,0,3,88,0,1,0,11,89,100,,,,,,
STG,982,2015,Davis,3,2012,4,?,N,Winter 2013 1.45cm,NE,0,3,0,5,73,2,5,0,8,80,88,,,,,,
STG,983,2015,Davis,3,2012,4,?,N,Winter 2013 1.45cm,NtE,0,4,0,10,67,1,10,0,14,78,92,,,,,,
STG,984,2015,Davis,3,2012,4,?,N,Winter 2013 1.45cm,tE,0,0,0,0,62,0,20,0,0,82,82,,,,,,
STG,985,2015,Davis,3,2012,4,?,N,Winter 2013 1.45cm,NttE,0,5,0,10,63,0,0,0,15,63,78,,,,,,
STG,986,2015,Davis,3,2012,4,?,S,No,N,0,10,0,12,41,6,6,0,22,53,75,,,,,,
STG,987,2015,Davis,3,2012,4,?,S,No,NE,0,1,0,4,91,0,2,0,5,93,98,,,,,,
STG,988,2015,Davis,3,2012,4,?,S,No,NtE,0,0,0,10,60,0,30,0,10,90,100,,,,,,
STG,989,2015,Davis,3,2012,4,?,S,No,tE,0,0,0,0,68,2,20,0,0,90,90,,,,,,
STG,990,2015,Davis,3,2012,4,?,S,No,NttE,0,12,0,15,61,2,2,0,27,65,92,,,,,,
STG,991,2015,Davis,3,2012,5,?,N,Winter 2013 1.45cm,N,0,8,2,5,80,0,0,0,15,80,95,,,,,,
STG,992,2015,Davis,3,2012,5,?,N,Winter 2013 1.45cm,NE,0,3,0,3,86,0,3,0,6,89,95,,,,,,
STG,993,2015,Davis,3,2012,5,?,N,Winter 2013 1.45cm,NtE,0,10,0,0,89,0,1,0,10,90,100,,,,,,
STG,994,2015,Davis,3,2012,5,?,N,Winter 2013 1.45cm,tE,0,0,0,0,89,0,10,0,0,99,99,,,,,,
STG,995,2015,Davis,3,2012,5,?,N,Winter 2013 1.45cm,NttE,3,8,2,8,69,0,0,0,21,69,90,,,,,,
STG,996,2015,Davis,3,2012,5,?,S,No,N,0,2,4,15,78,0,0,0,21,78,99,,,,,,
STG,997,2015,Davis,3,2012,5,?,S,No,NE,0,0,0,6,80,0,8,0,6,88,94,,,,,,
STG,998,2015,Davis,3,2012,5,?,S,No,NtE,0,8,0,2,88,0,2,0,10,90,100,,,,,,
STG,999,2015,Davis,3,2012,5,?,S,No,tE,0,0,0,0,87,0,8,0,0,95,95,,,,,,
STG,1000,2015,Davis,3,2012,5,?,S,No,NttE,0,6,0,5,83,0,0,0,11,83,94,,,,,,
STG,1001,2015,Davis,2,2013,1,?,N,Winter 2014 1.27cm,N,2,0,0,0,12,3,0,0,2,15,17,,,,,,
STG,1002,2015,Davis,2,2013,1,?,N,Winter 2014 1.27cm,NE,0,0,0,0,71,0,5,0,0,76,76,,,,,,
STG,1003,2015,Davis,2,2013,1,?,N,Winter 2014 1.27cm,NtE,2,0,0,0,38,0,10,0,2,48,50,,,,,,
STG,1004,2015,Davis,2,2013,1,?,N,Winter 2014 1.27cm,tE,0,0,0,0,12,0,10,2,0,24,24,,,,,,
STG,1005,2015,Davis,2,2013,1,?,N,Winter 2014 1.27cm,NttE,5,0,0,5,20,0,5,0,10,25,35,,,,,,
STG,1006,2015,Davis,2,2013,1,?,S,No,N,0,0,0,4,12,0,30,0,4,42,46,,,,,,
STG,1007,2015,Davis,2,2013,1,?,S,No,NE,0,0,0,0,59,0,1,0,0,60,60,,,,,,
STG,1008,2015,Davis,2,2013,1,?,S,No,NtE,10,0,0,6,12,0,12,0,16,24,40,,,,,,
STG,1009,2015,Davis,2,2013,1,?,S,No,tE,0,0,0,0,20,0,15,5,0,40,40,,,,,,
STG,1010,2015,Davis,2,2013,1,?,S,No,NttE,2,0,0,2,50,0,5,0,4,55,59,,,,,,
STG,1011,2015,Davis,2,2013,2,?,N,Winter 2014 1.27cm,N,0,0,0,0,79,0,1,0,0,80,80,,,,,,
STG,1012,2015,Davis,2,2013,2,?,N,Winter 2014 1.27cm,NE,0,0,0,0,84,0,1,0,0,85,85,,,,,,
STG,1013,2015,Davis,2,2013,2,?,N,Winter 2014 1.27cm,NtE,0,0,0,0,82,0,0,0,0,82,82,,,,,,
STG,1014,2015,Davis,2,2013,2,?,N,Winter 2014 1.27cm,tE,0,0,0,0,85,3,0,0,0,88,88,,,,,,
STG,1015,2015,Davis,2,2013,2,?,N,Winter 2014 1.27cm,NttE,0,0,0,0,72,0,8,0,0,80,80,,,,,,
STG,1016,2015,Davis,2,2013,2,?,S,No,N,0,0,0,0,72,0,6,0,0,78,78,,,,,,
STG,1017,2015,Davis,2,2013,2,?,S,No,NE,0,0,0,0,82,0,3,0,0,85,85,,,,,,
STG,1018,2015,Davis,2,2013,2,?,S,No,NtE,0,0,0,0,95,0,0,0,0,95,95,,,,,,
STG,1019,2015,Davis,2,2013,2,?,S,No,tE,0,0,0,0,88,0,2,0,0,90,90,,,,,,
STG,1020,2015,Davis,2,2013,2,?,S,No,NttE,0,0,0,0,20,2,20,0,0,42,42,,,,,,
STG,1021,2015,Davis,2,2013,3,?,N,Winter 2014 1.27cm,N,0,0,0,0,54,3,5,0,0,62,62,,,,,,
STG,1022,2015,Davis,2,2013,3,?,N,Winter 2014 1.27cm,NE,0,0,0,0,89,0,1,0,0,90,90,,,,,,
STG,1023,2015,Davis,2,2013,3,?,N,Winter 2014 1.27cm,NtE,0,0,0,0,95,0,0,0,0,95,95,,,,,,
STG,1024,2015,Davis,2,2013,3,?,N,Winter 2014 1.27cm,tE,0,0,0,0,62,2,15,0,0,79,79,,,,,,
STG,1025,2015,Davis,2,2013,3,?,N,Winter 2014 1.27cm,NttE,0,0,0,0,80,0,10,0,0,90,90,,,,,,
STG,1026,2015,Davis,2,2013,3,?,S,No,N,0,0,0,0,25,3,20,0,0,48,48,,,,,,
STG,1027,2015,Davis,2,2013,3,?,S,No,NE,0,0,0,0,81,1,6,8,0,96,96,,,,,,
STG,1028,2015,Davis,2,2013,3,?,S,No,NtE,0,0,0,0,15,3,0,0,0,18,18,,,,,,
STG,1029,2015,Davis,2,2013,3,?,S,No,tE,0,0,0,0,88,0,1,0,0,89,89,,,,,,
STG,1030,2015,Davis,2,2013,3,?,S,No,NttE,0,0,0,2,91,0,2,0,2,93,95,,,,,,
STG,1031,2015,Davis,2,2013,4,?,N,Winter 2014 1.27cm,N,0,0,0,0,96,0,1,0,0,97,97,,,,,,
STG,1032,2015,Davis,2,2013,4,?,N,Winter 2014 1.27cm,NE,0,0,0,0,95,0,1,0,0,96,96,,,,,,
STG,1033,2015,Davis,2,2013,4,?,N,Winter 2014 1.27cm,NtE,0,0,0,0,87,0,1,0,0,88,88,,,,,,
STG,1034,2015,Davis,2,2013,4,?,N,Winter 2014 1.27cm,tE,0,0,0,0,94,0,1,0,0,95,95,,,,,,
STG,1035,2015,Davis,2,2013,4,?,N,Winter 2014 1.27cm,NttE,0,0,0,0,96,0,1,0,0,97,97,,,,,,
STG,1036,2015,Davis,2,2013,4,?,S,No,N,0,0,0,0,96,0,0,0,0,96,96,,,,,,
STG,1037,2015,Davis,2,2013,4,?,S,No,NE,0,0,0,0,94,0,1,0,0,95,95,,,,,,
STG,1038,2015,Davis,2,2013,4,?,S,No,NtE,0,0,0,0,76,1,3,0,0,80,80,,,,,,
STG,1039,2015,Davis,2,2013,4,?,S,No,tE,0,0,0,0,86,3,1,0,0,90,90,,,,,,
STG,1040,2015,Davis,2,2013,4,?,S,No,NttE,0,0,0,0,91,0,1,0,0,92,92,,,,,,
STG,1041,2015,Davis,2,2013,5,?,N,Winter 2014 1.27cm,N,0,0,0,1,46,10,3,0,1,59,60,,,,,,
STG,1042,2015,Davis,2,2013,5,?,N,Winter 2014 1.27cm,NE,0,0,0,0,55,1,8,0,0,64,64,,,,,,
STG,1043,2015,Davis,2,2013,5,?,N,Winter 2014 1.27cm,NtE,0,0,0,1,54,0,15,0,1,69,70,,,,,,
STG,1044,2015,Davis,2,2013,5,?,N,Winter 2014 1.27cm,tE,0,0,0,0,12,52,5,5,0,74,74,,,,,,
STG,1045,2015,Davis,2,2013,5,?,N,Winter 2014 1.27cm,NttE,0,0,0,0,10,67,2,0,0,79,79,,,,,,
STG,1046,2015,Davis,2,2013,5,?,S,No,N,0,0,0,0,15,2,45,0,0,62,62,,,,,,
STG,1047,2015,Davis,2,2013,5,?,S,No,NE,0,0,0,0,54,0,25,5,0,84,84,,,,,,
STG,1048,2015,Davis,2,2013,5,?,S,No,NtE,0,0,0,0,10,3,47,1,0,61,61,,,,,,
STG,1049,2015,Davis,2,2013,5,?,S,No,tE,0,0,0,0,69,2,5,0,0,76,76,,,,,,
STG,1050,2015,Davis,2,2013,5,?,S,No,NttE,0,0,0,0,59,1,10,0,0,70,70,,,,,,
STG,1051,2015,Davis,1,2014,1,?,,No,N,3,0,0,0,45,0,15,0,3,60,63,,,,,,
STG,1052,2015,Davis,1,2014,1,?,,No,NE,0,0,0,0,53,15,25,2,0,95,95,,,,,,
STG,1053,2015,Davis,1,2014,1,?,,No,NtE,10,0,0,0,43,1,10,0,10,54,64,,,,,,
STG,1054,2015,Davis,1,2014,1,?,,No,tE,0,0,0,0,68,1,0,0,0,69,69,,,,,,
STG,1055,2015,Davis,1,2014,1,?,,No,NttE,1,0,0,0,61,0,0,0,1,61,62,,,,,,
STG,1056,2015,Davis,1,2014,2,?,,No,N,6,0,4,0,8,0,10,0,10,18,28,,,,,,
STG,1057,2015,Davis,1,2014,2,?,,No,NE,0,0,0,0,67,1,10,0,0,78,78,,,,,,
STG,1058,2015,Davis,1,2014,2,?,,No,NtE,1,0,0,0,47,5,10,0,1,62,63,,,,,,
STG,1059,2015,Davis,1,2014,2,?,,No,tE,0,0,0,0,35,1,5,0,0,41,41,,,,,,
STG,1060,2015,Davis,1,2014,2,?,,No,NttE,5,5,0,0,12,0,10,0,10,22,32,,,,,,
STG,1061,2015,Davis,1,2014,3,?,,No,N,3,0,0,0,49,0,8,0,3,57,60,,,,,,
STG,1062,2015,Davis,1,2014,3,?,,No,NE,1,0,0,0,68,10,15,0,1,93,94,,,,,,
STG,1063,2015,Davis,1,2014,3,?,,No,NtE,8,0,0,0,79,0,12,0,8,91,99,,,,,,
STG,1064,2015,Davis,1,2014,3,?,,No,tE,0,0,0,0,78,2,12,0,0,92,92,,,,,,
STG,1065,2015,Davis,1,2014,3,?,,No,NttE,1,0,0,0,59,0,10,0,1,69,70,,,,,,
STG,1066,2015,Davis,1,2014,4,?,,No,N,15,0,0,0,60,0,10,0,15,70,85,,,,,,
STG,1067,2015,Davis,1,2014,4,?,,No,NE,1,0,0,0,32,10,15,0,1,57,58,,,,,,
STG,1068,2015,Davis,1,2014,4,?,,No,NtE,8,0,0,0,31,5,30,5,8,71,79,,,,,,
STG,1069,2015,Davis,1,2014,4,?,,No,tE,0,0,0,0,48,8,15,0,0,71,71,,,,,,
STG,1070,2015,Davis,1,2014,4,?,,No,NttE,20,1,8,1,10,0,5,0,30,15,45,,,,,,
STG,1071,2015,Davis,1,2014,5,?,,No,N,1,0,0,0,79,0,10,0,1,89,90,,,,,,
STG,1072,2015,Davis,1,2014,5,?,,No,NE,1,0,0,0,76,0,5,1,1,82,83,,,,,,
STG,1073,2015,Davis,1,2014,5,?,,No,NtE,1,0,0,0,86,1,1,0,1,88,89,,,,,,
STG,1074,2015,Davis,1,2014,5,?,,No,tE,0,0,0,0,78,1,1,0,0,80,80,,,,,,
STG,1075,2015,Davis,1,2014,5,?,,No,NttE,1,0,0,0,74,1,8,0,1,83,84,,,,,,
STG,1076,2015,Hopland,4,2011,1,?,N,No,N,10,5,42,1,0,7,0,0,58,7,65,,,,,,
STG,1077,2015,Hopland,4,2011,1,?,N,No,NE,10,10,35,0,0,5,15,0,55,20,75,,,,,,
STG,1078,2015,Hopland,4,2011,1,?,N,No,NtE,10,0,5,10,0,8,6,0,25,14,39,,,,,,
STG,1079,2015,Hopland,4,2011,1,?,N,No,tE,0,0,0,0,5,0,80,0,0,85,85,,,,,,
